State,Year,Total_Crimes,Normalized_Crime_Factor,hour,battery_percent,is_alone,mode_of_travel,risk_score
KARNATAKA,2005,4455,0.43,20,69,1,cab,3.3
KARNATAKA,2005,4455,0.43,16,34,1,metro,2.6
KARNATAKA,2005,4455,0.43,18,81,1,metro,2.8
KARNATAKA,2005,4455,0.43,23,54,1,walking,4.9
KARNATAKA,2005,4455,0.43,6,88,1,walking,3.7
KARNATAKA,2005,4455,0.43,21,96,1,walking,4.9
KARNATAKA,2005,4455,0.43,2,73,1,walking,5.1
KARNATAKA,2005,4455,0.43,15,8,1,metro,3.4
KARNATAKA,2005,4455,0.43,22,58,0,walking,3.8
KARNATAKA,2005,4455,0.43,16,55,0,walking,3.0
KARNATAKA,2005,4455,0.43,16,27,0,cab,1.9
KARNATAKA,2005,4455,0.43,23,65,0,cab,2.7
KARNATAKA,2005,4455,0.43,19,88,1,metro,2.9
KARNATAKA,2005,4455,0.43,13,85,1,metro,2.4
KARNATAKA,2005,4455,0.43,17,27,0,walking,2.9
KARNATAKA,2005,4455,0.43,2,10,0,walking,5.1
KARNATAKA,2005,4455,0.43,20,83,1,cab,3.4
KARNATAKA,2005,4455,0.43,21,19,1,cab,4.7
KARNATAKA,2005,4455,0.43,22,54,0,metro,2.5
KARNATAKA,2005,4455,0.43,16,72,1,walking,3.9
KARNATAKA,2005,4455,0.43,18,63,1,walking,4.4
KARNATAKA,2005,4455,0.43,16,7,0,cab,3.1
KARNATAKA,2005,4455,0.43,23,83,1,cab,3.8
KARNATAKA,2005,4455,0.43,18,52,1,cab,3.2
KARNATAKA,2005,4455,0.43,22,83,1,metro,3.3
KARNATAKA,2005,4455,0.43,19,68,1,cab,3.3
KARNATAKA,2005,4455,0.43,20,77,0,cab,2.3
KARNATAKA,2005,4455,0.43,16,58,1,walking,4.1
KARNATAKA,2005,4455,0.43,21,24,0,cab,3.1
KARNATAKA,2005,4455,0.43,15,99,0,cab,1.9
KARNATAKA,2005,4455,0.43,15,25,1,cab,2.9
KARNATAKA,2005,4455,0.43,18,30,1,walking,4.3
KARNATAKA,2005,4455,0.43,11,19,1,metro,3.4
KARNATAKA,2005,4455,0.43,20,22,1,walking,4.3
KARNATAKA,2005,4455,0.43,19,43,1,metro,2.9
KARNATAKA,2005,4455,0.43,15,90,0,cab,1.9
KARNATAKA,2005,4455,0.43,15,80,1,cab,2.8
KARNATAKA,2005,4455,0.43,17,86,0,walking,3.0
KARNATAKA,2005,4455,0.43,18,34,0,metro,2.0
KARNATAKA,2005,4455,0.43,23,15,0,cab,4.0
KARNATAKA,2005,4455,0.43,0,68,1,metro,3.9
KARNATAKA,2005,4455,0.43,21,13,1,cab,5.0
KARNATAKA,2005,4455,0.43,16,61,0,cab,1.9
KARNATAKA,2005,4455,0.43,14,44,1,walking,4.0
KARNATAKA,2005,4455,0.43,19,48,0,cab,2.6
KARNATAKA,2005,4455,0.43,12,82,0,walking,3.0
KARNATAKA,2005,4455,0.43,12,6,0,walking,3.9
KARNATAKA,2005,4455,0.43,22,13,1,cab,5.0
KARNATAKA,2005,4455,0.43,10,12,0,walking,3.7
KARNATAKA,2005,4455,0.43,12,76,0,walking,3.1
KARNATAKA,2005,4455,0.43,23,7,0,cab,4.0
KARNATAKA,2005,4455,0.43,21,87,0,walking,3.9
KARNATAKA,2005,4455,0.43,6,88,0,walking,2.8
KARNATAKA,2005,4455,0.43,12,76,1,cab,2.9
KARNATAKA,2005,4455,0.43,13,55,1,walking,4.0
KARNATAKA,2005,4455,0.43,16,81,1,cab,2.9
KERALA,2005,6425,0.61,13,76,0,metro,1.7
KERALA,2005,6425,0.61,10,61,1,cab,3.0
KERALA,2005,6425,0.61,16,28,1,walking,4.0
KERALA,2005,6425,0.61,18,95,0,walking,3.8
KERALA,2005,6425,0.61,20,15,0,walking,4.6
KERALA,2005,6425,0.61,19,68,0,walking,3.5
KERALA,2005,6425,0.61,10,16,1,metro,3.5
KERALA,2005,6425,0.61,19,73,0,metro,2.2
KERALA,2005,6425,0.61,13,87,1,metro,2.7
KERALA,2005,6425,0.61,16,80,1,walking,4.1
KERALA,2005,6425,0.61,17,29,1,metro,2.6
KERALA,2005,6425,0.61,19,56,1,walking,4.8
KERALA,2005,6425,0.61,2,9,1,cab,5.2
KERALA,2005,6425,0.61,22,93,0,walking,4.1
KERALA,2005,6425,0.61,12,86,1,cab,3.1
KERALA,2005,6425,0.61,16,45,0,walking,3.1
KERALA,2005,6425,0.61,19,17,0,cab,3.5
KERALA,2005,6425,0.61,8,8,0,cab,3.2
KERALA,2005,6425,0.61,12,52,0,metro,1.6
KERALA,2005,6425,0.61,23,73,0,metro,2.6
KERALA,2005,6425,0.61,14,64,0,cab,2.2
KERALA,2005,6425,0.61,8,41,0,metro,1.8
KERALA,2005,6425,0.61,17,70,1,cab,3.2
KERALA,2005,6425,0.61,22,16,1,walking,6.3
KERALA,2005,6425,0.61,16,73,1,cab,3.0
KERALA,2005,6425,0.61,23,99,0,walking,4.3
KERALA,2005,6425,0.61,0,41,1,walking,5.3
KERALA,2005,6425,0.61,15,12,1,metro,3.6
KERALA,2005,6425,0.61,13,25,0,walking,3.2
KERALA,2005,6425,0.61,23,72,1,cab,3.9
KERALA,2005,6425,0.61,22,15,0,cab,4.0
KERALA,2005,6425,0.61,12,22,0,cab,2.1
KERALA,2005,6425,0.61,18,76,1,cab,3.7
KERALA,2005,6425,0.61,17,18,1,metro,3.7
KERALA,2005,6425,0.61,19,78,1,walking,4.7
KERALA,2005,6425,0.61,17,78,0,walking,3.3
KERALA,2005,6425,0.61,22,49,1,walking,5.0
KERALA,2005,6425,0.61,13,82,0,walking,3.0
KERALA,2005,6425,0.61,19,61,0,metro,2.1
KERALA,2005,6425,0.61,23,19,0,metro,3.5
KERALA,2005,6425,0.61,0,60,1,cab,4.3
KERALA,2005,6425,0.61,0,82,0,cab,3.3
KERALA,2005,6425,0.61,23,51,1,walking,5.3
KERALA,2005,6425,0.61,20,42,1,metro,3.2
KERALA,2005,6425,0.61,17,26,0,metro,1.6
KERALA,2005,6425,0.61,19,19,1,walking,5.8
KERALA,2005,6425,0.61,17,79,1,walking,4.2
KERALA,2005,6425,0.61,9,74,0,metro,1.6
KERALA,2005,6425,0.61,10,58,0,walking,3.0
KERALA,2005,6425,0.61,16,46,0,metro,1.8
KERALA,2005,6425,0.61,14,17,0,cab,3.1
KERALA,2005,6425,0.61,14,23,1,walking,4.2
KERALA,2005,6425,0.61,21,80,0,walking,4.0
KERALA,2005,6425,0.61,22,68,0,metro,2.5
KERALA,2005,6425,0.61,23,70,0,metro,2.6
KERALA,2005,6425,0.61,4,17,0,cab,4.5
KERALA,2005,6425,0.61,14,45,0,walking,3.2
KERALA,2005,6425,0.61,17,24,1,metro,2.6
KERALA,2005,6425,0.61,16,11,1,cab,4.3
KERALA,2005,6425,0.61,21,25,1,walking,5.1
KERALA,2005,6425,0.61,20,10,0,cab,3.8
KERALA,2005,6425,0.61,23,77,1,walking,5.2
KERALA,2005,6425,0.61,17,14,1,cab,4.3
KERALA,2005,6425,0.61,1,5,0,cab,4.5
KERALA,2005,6425,0.61,23,23,1,walking,5.0
KERALA,2005,6425,0.61,21,24,1,cab,4.0
KERALA,2005,6425,0.61,1,92,0,metro,2.7
KERALA,2005,6425,0.61,18,53,0,metro,2.0
KERALA,2005,6425,0.61,20,33,0,cab,2.7
KERALA,2005,6425,0.61,20,63,0,metro,2.0
KERALA,2005,6425,0.61,17,78,0,metro,1.8
KERALA,2005,6425,0.61,16,27,1,walking,4.2
KERALA,2005,6425,0.61,8,12,1,cab,4.2
KERALA,2005,6425,0.61,19,60,0,metro,2.2
KERALA,2005,6425,0.61,1,56,1,metro,4.0
KERALA,2005,6425,0.61,20,80,1,walking,4.7
KERALA,2005,6425,0.61,0,31,1,metro,3.8
KERALA,2005,6425,0.61,23,46,0,metro,2.6
KERALA,2005,6425,0.61,0,98,1,cab,4.4
KERALA,2005,6425,0.61,11,9,0,walking,4.1
KERALA,2005,6425,0.61,12,46,1,walking,4.1
KERALA,2005,6425,0.61,23,13,0,metro,3.6
KERALA,2005,6425,0.61,13,99,1,walking,4.2
KERALA,2005,6425,0.61,20,86,1,walking,4.6
KERALA,2005,6425,0.61,9,38,0,walking,3.2
KERALA,2005,6425,0.61,14,59,0,metro,1.6
KERALA,2005,6425,0.61,16,82,0,metro,1.5
KERALA,2005,6425,0.61,10,86,0,metro,1.7
KERALA,2005,6425,0.61,19,48,1,cab,3.7
KERALA,2005,6425,0.61,22,21,0,metro,2.6
KERALA,2005,6425,0.61,23,75,0,metro,2.6
KERALA,2005,6425,0.61,13,32,0,walking,3.0
KERALA,2005,6425,0.61,12,30,0,metro,1.5
KERALA,2005,6425,0.61,10,56,0,cab,2.2
KERALA,2005,6425,0.61,20,12,1,walking,5.7
KERALA,2005,6425,0.61,10,14,0,metro,2.7
KERALA,2005,6425,0.61,17,27,1,cab,3.2
KERALA,2005,6425,0.61,12,26,0,cab,2.2
KERALA,2005,6425,0.61,18,88,1,cab,3.5
KERALA,2005,6425,0.61,21,88,1,walking,5.2
MADHYA PRADESH,2005,14474,1.39,6,92,0,metro,2.2
MADHYA PRADESH,2005,14474,1.39,2,16,1,walking,7.1
MADHYA PRADESH,2005,14474,1.39,0,37,0,metro,3.8
MADHYA PRADESH,2005,14474,1.39,14,89,1,cab,4.1
MADHYA PRADESH,2005,14474,1.39,17,70,0,metro,2.5
MADHYA PRADESH,2005,14474,1.39,19,58,0,metro,3.1
MADHYA PRADESH,2005,14474,1.39,20,59,0,metro,2.8
MADHYA PRADESH,2005,14474,1.39,12,82,0,cab,2.8
MADHYA PRADESH,2005,14474,1.39,21,42,1,walking,5.8
MADHYA PRADESH,2005,14474,1.39,8,13,0,walking,4.7
MADHYA PRADESH,2005,14474,1.39,6,58,1,metro,3.4
MADHYA PRADESH,2005,14474,1.39,15,72,1,cab,3.9
MADHYA PRADESH,2005,14474,1.39,1,75,0,metro,3.5
MADHYA PRADESH,2005,14474,1.39,9,76,0,metro,2.4
MADHYA PRADESH,2005,14474,1.39,12,29,1,cab,3.7
MADHYA PRADESH,2005,14474,1.39,16,68,1,cab,3.8
MADHYA PRADESH,2005,14474,1.39,2,66,1,walking,6.3
MADHYA PRADESH,2005,14474,1.39,19,44,1,cab,4.3
MADHYA PRADESH,2005,14474,1.39,16,64,1,cab,4.1
MADHYA PRADESH,2005,14474,1.39,19,86,0,walking,4.5
MADHYA PRADESH,2005,14474,1.39,22,79,1,cab,4.9
MADHYA PRADESH,2005,14474,1.39,12,51,0,walking,3.8
MADHYA PRADESH,2005,14474,1.39,22,19,0,walking,5.8
MADHYA PRADESH,2005,14474,1.39,3,48,0,metro,3.8
MADHYA PRADESH,2005,14474,1.39,19,43,1,metro,3.8
MADHYA PRADESH,2005,14474,1.39,18,87,0,metro,3.0
MADHYA PRADESH,2005,14474,1.39,1,12,0,walking,6.0
MADHYA PRADESH,2005,14474,1.39,20,100,1,walking,5.5
MADHYA PRADESH,2005,14474,1.39,22,97,1,metro,4.2
MADHYA PRADESH,2005,14474,1.39,16,45,0,metro,2.3
MADHYA PRADESH,2005,14474,1.39,19,85,1,metro,3.7
MADHYA PRADESH,2005,14474,1.39,10,40,1,metro,3.5
MADHYA PRADESH,2005,14474,1.39,15,74,1,metro,3.5
MADHYA PRADESH,2005,14474,1.39,22,51,1,cab,5.1
MADHYA PRADESH,2005,14474,1.39,11,68,0,cab,3.0
MADHYA PRADESH,2005,14474,1.39,22,52,1,metro,4.2
MADHYA PRADESH,2005,14474,1.39,15,9,0,walking,4.9
MADHYA PRADESH,2005,14474,1.39,18,71,0,walking,4.5
MADHYA PRADESH,2005,14474,1.39,23,95,0,walking,4.8
MADHYA PRADESH,2005,14474,1.39,17,86,1,metro,3.5
MADHYA PRADESH,2005,14474,1.39,19,26,0,cab,3.5
MADHYA PRADESH,2005,14474,1.39,11,24,0,cab,2.8
MADHYA PRADESH,2005,14474,1.39,19,20,0,metro,3.0
MADHYA PRADESH,2005,14474,1.39,2,25,1,metro,4.9
MADHYA PRADESH,2005,14474,1.39,19,93,0,cab,3.6
MADHYA PRADESH,2005,14474,1.39,17,98,1,cab,4.0
MADHYA PRADESH,2005,14474,1.39,22,67,1,metro,4.3
MADHYA PRADESH,2005,14474,1.39,19,31,0,cab,3.3
MADHYA PRADESH,2005,14474,1.39,12,49,0,walking,4.0
MADHYA PRADESH,2005,14474,1.39,21,93,1,walking,5.7
MADHYA PRADESH,2005,14474,1.39,17,51,1,walking,4.8
MADHYA PRADESH,2005,14474,1.39,1,47,1,walking,6.0
MADHYA PRADESH,2005,14474,1.39,16,7,0,metro,3.2
MADHYA PRADESH,2005,14474,1.39,21,31,1,metro,4.5
MADHYA PRADESH,2005,14474,1.39,3,46,0,metro,3.6
MADHYA PRADESH,2005,14474,1.39,20,57,0,walking,4.5
MADHYA PRADESH,2005,14474,1.39,11,29,1,walking,4.8
MADHYA PRADESH,2005,14474,1.39,12,52,0,metro,2.4
MADHYA PRADESH,2005,14474,1.39,5,96,0,cab,2.8
MADHYA PRADESH,2005,14474,1.39,11,94,0,metro,2.4
MADHYA PRADESH,2005,14474,1.39,17,97,0,cab,2.8
MADHYA PRADESH,2005,14474,1.39,17,99,1,cab,4.0
MADHYA PRADESH,2005,14474,1.39,20,70,0,metro,2.9
MADHYA PRADESH,2005,14474,1.39,20,10,0,walking,5.3
MADHYA PRADESH,2005,14474,1.39,23,76,1,metro,4.4
MADHYA PRADESH,2005,14474,1.39,16,69,1,walking,4.8
MADHYA PRADESH,2005,14474,1.39,8,86,0,cab,2.8
MADHYA PRADESH,2005,14474,1.39,14,80,1,metro,3.3
MADHYA PRADESH,2005,14474,1.39,11,10,1,cab,4.7
MADHYA PRADESH,2005,14474,1.39,6,31,1,cab,3.7
MADHYA PRADESH,2005,14474,1.39,18,20,1,cab,4.4
MADHYA PRADESH,2005,14474,1.39,10,13,1,walking,5.9
MADHYA PRADESH,2005,14474,1.39,20,32,0,walking,4.5
MADHYA PRADESH,2005,14474,1.39,9,28,0,metro,2.2
MADHYA PRADESH,2005,14474,1.39,9,15,0,cab,4.0
MADHYA PRADESH,2005,14474,1.39,21,91,0,metro,3.3
MADHYA PRADESH,2005,14474,1.39,21,46,1,cab,4.9
MADHYA PRADESH,2005,14474,1.39,21,90,0,metro,3.5
MADHYA PRADESH,2005,14474,1.39,14,41,0,cab,3.0
MADHYA PRADESH,2005,14474,1.39,14,99,0,cab,2.9
MADHYA PRADESH,2005,14474,1.39,19,96,1,cab,4.4
MADHYA PRADESH,2005,14474,1.39,19,35,0,walking,4.5
MADHYA PRADESH,2005,14474,1.39,10,84,1,cab,3.9
MADHYA PRADESH,2005,14474,1.39,1,18,1,walking,7.1
MADHYA PRADESH,2005,14474,1.39,15,100,1,walking,4.8
MADHYA PRADESH,2005,14474,1.39,1,15,1,walking,7.3
MADHYA PRADESH,2005,14474,1.39,17,5,0,cab,3.9
MADHYA PRADESH,2005,14474,1.39,19,51,0,cab,3.2
MADHYA PRADESH,2005,14474,1.39,17,84,1,metro,3.4
MADHYA PRADESH,2005,14474,1.39,18,83,0,walking,4.3
MADHYA PRADESH,2005,14474,1.39,12,64,0,walking,3.7
MADHYA PRADESH,2005,14474,1.39,17,17,0,metro,3.5
MADHYA PRADESH,2005,14474,1.39,13,57,0,walking,3.9
MADHYA PRADESH,2005,14474,1.39,15,10,0,cab,4.1
MADHYA PRADESH,2005,14474,1.39,15,10,0,metro,3.4
MADHYA PRADESH,2005,14474,1.39,23,62,1,metro,4.5
MADHYA PRADESH,2005,14474,1.39,10,61,1,walking,5.0
MADHYA PRADESH,2005,14474,1.39,15,7,0,metro,3.5
MADHYA PRADESH,2005,14474,1.39,17,90,1,walking,5.0
MADHYA PRADESH,2005,14474,1.39,12,71,0,metro,2.4
MAHARASHTRA,2005,13117,1.26,21,40,1,cab,4.8
MAHARASHTRA,2005,13117,1.26,17,41,1,cab,3.6
MAHARASHTRA,2005,13117,1.26,23,87,1,metro,4.4
MAHARASHTRA,2005,13117,1.26,10,22,1,cab,3.8
MAHARASHTRA,2005,13117,1.26,15,78,0,cab,2.6
MAHARASHTRA,2005,13117,1.26,18,95,1,cab,4.2
MAHARASHTRA,2005,13117,1.26,18,85,0,cab,3.2
MAHARASHTRA,2005,13117,1.26,18,39,1,metro,3.8
MAHARASHTRA,2005,13117,1.26,13,31,0,metro,2.4
MAHARASHTRA,2005,13117,1.26,0,93,0,walking,4.9
MAHARASHTRA,2005,13117,1.26,2,63,0,walking,5.2
MAHARASHTRA,2005,13117,1.26,16,39,0,metro,2.1
MAHARASHTRA,2005,13117,1.26,19,66,1,metro,3.7
MAHARASHTRA,2005,13117,1.26,21,10,1,cab,5.7
MAHARASHTRA,2005,13117,1.26,22,55,0,walking,4.8
MAHARASHTRA,2005,13117,1.26,12,20,0,metro,2.1
MAHARASHTRA,2005,13117,1.26,10,96,0,metro,2.2
MAHARASHTRA,2005,13117,1.26,19,79,0,cab,3.2
MAHARASHTRA,2005,13117,1.26,21,87,1,walking,5.8
MAHARASHTRA,2005,13117,1.26,12,67,0,metro,2.2
MAHARASHTRA,2005,13117,1.26,23,15,1,walking,6.7
MAHARASHTRA,2005,13117,1.26,20,44,1,cab,4.2
MAHARASHTRA,2005,13117,1.26,22,60,1,metro,4.2
MAHARASHTRA,2005,13117,1.26,1,83,1,metro,4.5
MAHARASHTRA,2005,13117,1.26,10,15,0,walking,4.8
MAHARASHTRA,2005,13117,1.26,19,95,0,walking,4.4
MAHARASHTRA,2005,13117,1.26,14,78,0,walking,3.6
MAHARASHTRA,2005,13117,1.26,23,24,0,cab,3.8
MAHARASHTRA,2005,13117,1.26,16,63,0,walking,3.6
MAHARASHTRA,2005,13117,1.26,8,7,0,cab,3.7
MAHARASHTRA,2005,13117,1.26,18,89,0,cab,3.2
MAHARASHTRA,2005,13117,1.26,13,63,1,cab,3.8
MAHARASHTRA,2005,13117,1.26,11,48,0,walking,3.6
MAHARASHTRA,2005,13117,1.26,19,36,1,cab,4.1
MAHARASHTRA,2005,13117,1.26,17,44,1,metro,3.1
MAHARASHTRA,2005,13117,1.26,22,62,1,cab,4.9
MAHARASHTRA,2005,13117,1.26,15,68,0,metro,2.3
MAHARASHTRA,2005,13117,1.26,16,19,1,metro,4.4
MAHARASHTRA,2005,13117,1.26,21,79,1,walking,5.9
MAHARASHTRA,2005,13117,1.26,13,79,1,walking,4.8
MAHARASHTRA,2005,13117,1.26,8,99,1,metro,3.3
MAHARASHTRA,2005,13117,1.26,12,57,0,metro,2.1
MAHARASHTRA,2005,13117,1.26,23,91,0,walking,4.9
MAHARASHTRA,2005,13117,1.26,23,12,1,walking,6.7
MAHARASHTRA,2005,13117,1.26,15,39,1,cab,3.6
MAHARASHTRA,2005,13117,1.26,19,26,0,walking,4.5
MAHARASHTRA,2005,13117,1.26,0,28,0,metro,3.5
MAHARASHTRA,2005,13117,1.26,14,61,0,walking,3.9
MAHARASHTRA,2005,13117,1.26,21,54,0,cab,3.9
MAHARASHTRA,2005,13117,1.26,16,92,1,cab,3.6
MAHARASHTRA,2005,13117,1.26,18,100,0,walking,4.2
MAHARASHTRA,2005,13117,1.26,19,79,0,cab,3.2
MAHARASHTRA,2005,13117,1.26,15,62,0,cab,2.8
MAHARASHTRA,2005,13117,1.26,18,89,1,cab,4.3
MAHARASHTRA,2005,13117,1.26,0,44,0,metro,3.5
MAHARASHTRA,2005,13117,1.26,3,98,0,walking,5.0
MAHARASHTRA,2005,13117,1.26,19,25,1,cab,4.4
MAHARASHTRA,2005,13117,1.26,18,70,1,metro,3.7
MAHARASHTRA,2005,13117,1.26,19,72,0,walking,4.1
MAHARASHTRA,2005,13117,1.26,18,32,0,cab,3.4
MAHARASHTRA,2005,13117,1.26,15,67,0,walking,3.7
MAHARASHTRA,2005,13117,1.26,21,54,0,metro,3.4
MAHARASHTRA,2005,13117,1.26,22,7,0,cab,4.6
MAHARASHTRA,2005,13117,1.26,16,88,0,cab,2.8
MAHARASHTRA,2005,13117,1.26,3,80,0,metro,3.4
MAHARASHTRA,2005,13117,1.26,1,10,1,walking,7.1
MAHARASHTRA,2005,13117,1.26,0,36,1,metro,4.6
MAHARASHTRA,2005,13117,1.26,13,51,1,metro,3.3
MAHARASHTRA,2005,13117,1.26,17,33,1,walking,4.6
MAHARASHTRA,2005,13117,1.26,16,58,0,metro,2.1
MAHARASHTRA,2005,13117,1.26,22,85,0,cab,3.6
MAHARASHTRA,2005,13117,1.26,13,23,0,walking,3.9
MAHARASHTRA,2005,13117,1.26,23,90,0,metro,3.4
MAHARASHTRA,2005,13117,1.26,14,94,1,metro,3.2
MAHARASHTRA,2005,13117,1.26,17,94,1,cab,3.7
MAHARASHTRA,2005,13117,1.26,18,66,0,walking,4.2
MAHARASHTRA,2005,13117,1.26,12,83,1,metro,3.1
MAHARASHTRA,2005,13117,1.26,17,77,0,cab,2.9
MAHARASHTRA,2005,13117,1.26,0,25,0,cab,4.0
MAHARASHTRA,2005,13117,1.26,3,59,0,cab,4.0
MAHARASHTRA,2005,13117,1.26,19,23,0,walking,4.3
MAHARASHTRA,2005,13117,1.26,19,10,0,walking,5.3
MAHARASHTRA,2005,13117,1.26,15,67,1,cab,3.6
MAHARASHTRA,2005,13117,1.26,14,79,1,walking,4.7
MAHARASHTRA,2005,13117,1.26,18,30,1,cab,4.2
MAHARASHTRA,2005,13117,1.26,22,48,1,metro,4.4
MAHARASHTRA,2005,13117,1.26,17,27,1,cab,3.7
MAHARASHTRA,2005,13117,1.26,21,47,0,walking,5.0
MAHARASHTRA,2005,13117,1.26,20,37,1,cab,4.4
MAHARASHTRA,2005,13117,1.26,6,34,0,walking,3.4
MAHARASHTRA,2005,13117,1.26,20,58,1,cab,4.1
MAHARASHTRA,2005,13117,1.26,12,70,0,metro,2.1
MAHARASHTRA,2005,13117,1.26,21,67,1,walking,5.7
MAHARASHTRA,2005,13117,1.26,17,46,1,cab,3.6
MAHARASHTRA,2005,13117,1.26,17,13,0,walking,4.9
MAHARASHTRA,2005,13117,1.26,15,11,0,cab,3.7
MAHARASHTRA,2005,13117,1.26,0,62,0,walking,5.1
MAHARASHTRA,2005,13117,1.26,20,92,1,walking,5.1
MAHARASHTRA,2005,13117,1.26,23,71,0,walking,4.7
MAHARASHTRA,2005,13117,1.26,2,39,0,cab,4.0
MANIPUR,2005,139,0.01,12,13,0,metro,2.1
MANIPUR,2005,139,0.01,20,17,1,walking,4.8
MANIPUR,2005,139,0.01,12,14,0,walking,3.7
MANIPUR,2005,139,0.01,21,78,0,walking,3.5
MANIPUR,2005,139,0.01,22,45,0,walking,3.4
MANIPUR,2005,139,0.01,18,87,1,walking,4.0
MANIPUR,2005,139,0.01,17,89,0,metro,1.0
MANIPUR,2005,139,0.01,18,23,0,metro,1.7
MANIPUR,2005,139,0.01,1,17,1,metro,4.3
MANIPUR,2005,139,0.01,9,65,1,metro,2.1
MANIPUR,2005,139,0.01,19,16,1,metro,3.5
MANIPUR,2005,139,0.01,21,15,0,walking,4.4
MANIPUR,2005,139,0.01,23,58,1,cab,3.6
MANIPUR,2005,139,0.01,13,15,1,metro,2.9
MANIPUR,2005,139,0.01,0,48,0,walking,3.7
MANIPUR,2005,139,0.01,16,35,1,metro,2.0
MANIPUR,2005,139,0.01,15,51,0,cab,1.6
MANIPUR,2005,139,0.01,23,95,1,walking,4.7
MANIPUR,2005,139,0.01,3,99,1,walking,4.7
MANIPUR,2005,139,0.01,17,79,0,cab,1.5
MANIPUR,2005,139,0.01,21,59,1,walking,4.3
MANIPUR,2005,139,0.01,18,26,1,metro,2.5
MANIPUR,2005,139,0.01,1,31,1,walking,4.8
MANIPUR,2005,139,0.01,0,46,1,metro,3.5
MANIPUR,2005,139,0.01,23,36,0,cab,2.4
MANIPUR,2005,139,0.01,14,32,1,walking,3.6
MANIPUR,2005,139,0.01,11,35,0,cab,1.3
MANIPUR,2005,139,0.01,14,16,1,metro,3.1
MANIPUR,2005,139,0.01,14,31,0,cab,1.5
MANIPUR,2005,139,0.01,18,81,0,metro,1.5
MANIPUR,2005,139,0.01,7,55,0,walking,2.4
MANIPUR,2005,139,0.01,9,100,0,metro,1.0
MANIPUR,2005,139,0.01,17,9,0,walking,3.3
MANIPUR,2005,139,0.01,20,82,0,metro,1.6
MANIPUR,2005,139,0.01,13,94,1,cab,2.6
MANIPUR,2005,139,0.01,18,52,1,cab,3.0
MANIPUR,2005,139,0.01,23,61,0,cab,2.3
MANIPUR,2005,139,0.01,3,29,0,walking,4.0
MANIPUR,2005,139,0.01,12,47,0,cab,1.5
MANIPUR,2005,139,0.01,19,56,0,walking,3.2
MANIPUR,2005,139,0.01,21,25,0,metro,2.1
MANIPUR,2005,139,0.01,0,14,0,metro,3.1
MANIPUR,2005,139,0.01,12,80,1,metro,2.2
MANIPUR,2005,139,0.01,16,96,0,cab,1.6
MANIPUR,2005,139,0.01,19,87,1,metro,2.5
MANIPUR,2005,139,0.01,11,18,1,metro,3.1
MANIPUR,2005,139,0.01,9,100,0,metro,1.1
MANIPUR,2005,139,0.01,22,10,1,metro,4.0
MANIPUR,2005,139,0.01,15,13,1,metro,2.9
MANIPUR,2005,139,0.01,19,44,1,metro,2.3
MANIPUR,2005,139,0.01,16,85,0,walking,2.5
MANIPUR,2005,139,0.01,23,35,0,metro,2.0
MANIPUR,2005,139,0.01,19,60,0,walking,3.1
MANIPUR,2005,139,0.01,19,16,0,metro,2.4
MANIPUR,2005,139,0.01,14,24,1,cab,2.7
MANIPUR,2005,139,0.01,14,36,0,metro,1.0
MANIPUR,2005,139,0.01,9,35,1,cab,2.4
MANIPUR,2005,139,0.01,19,18,1,metro,3.7
MANIPUR,2005,139,0.01,18,96,1,metro,2.7
MANIPUR,2005,139,0.01,18,49,0,walking,3.0
MANIPUR,2005,139,0.01,22,8,0,walking,4.4
MANIPUR,2005,139,0.01,15,47,1,walking,3.4
MANIPUR,2005,139,0.01,13,92,1,cab,2.6
MANIPUR,2005,139,0.01,12,99,0,walking,2.6
MANIPUR,2005,139,0.01,21,75,0,metro,1.9
MANIPUR,2005,139,0.01,0,97,0,walking,3.9
MANIPUR,2005,139,0.01,13,90,0,walking,2.5
MANIPUR,2005,139,0.01,11,14,0,walking,3.5
MANIPUR,2005,139,0.01,19,66,1,cab,3.2
MANIPUR,2005,139,0.01,16,27,0,metro,1.0
MANIPUR,2005,139,0.01,20,73,1,walking,4.1
MANIPUR,2005,139,0.01,20,80,1,walking,4.1
MANIPUR,2005,139,0.01,20,71,0,cab,2.0
MANIPUR,2005,139,0.01,20,11,0,metro,2.5
MANIPUR,2005,139,0.01,18,10,0,metro,2.5
MANIPUR,2005,139,0.01,18,75,0,cab,1.9
MANIPUR,2005,139,0.01,16,30,1,walking,3.6
MANIPUR,2005,139,0.01,2,28,1,walking,4.7
MANIPUR,2005,139,0.01,21,77,0,metro,2.0
MANIPUR,2005,139,0.01,21,43,1,walking,4.7
MANIPUR,2005,139,0.01,9,5,1,walking,4.6
MANIPUR,2005,139,0.01,15,54,0,metro,1.1
MANIPUR,2005,139,0.01,12,31,0,cab,1.3
MANIPUR,2005,139,0.01,10,75,1,cab,2.6
MANIPUR,2005,139,0.01,20,83,1,walking,4.0
MANIPUR,2005,139,0.01,21,7,1,walking,5.4
MANIPUR,2005,139,0.01,17,23,0,cab,1.4
MANIPUR,2005,139,0.01,16,100,0,walking,2.5
MANIPUR,2005,139,0.01,11,34,0,metro,1.0
MANIPUR,2005,139,0.01,13,94,1,metro,2.1
MANIPUR,2005,139,0.01,15,73,1,metro,2.2
MANIPUR,2005,139,0.01,16,42,0,metro,1.0
MANIPUR,2005,139,0.01,17,85,1,metro,2.0
